threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,log_loss,brier_score,positive_prediction_rate
0.38,0.6345,0.6917009174705466,0.35440484196368527,0.7942727957799548,0.4901185770750988,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.49566666666666664
0.39,0.6511666666666667,0.7007819294441234,0.36617749825296997,0.7897513187641296,0.500358080687515,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.477
0.4,0.6641666666666667,0.7045412800466242,0.3749090909090909,0.7769404672192917,0.5057640421878833,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.4583333333333333
0.41,0.6778333333333333,0.7076494528122642,0.38461538461538464,0.7611152976639035,0.5110043005312421,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.43766666666666665
0.42,0.6918333333333333,0.708273699817338,0.39475806451612905,0.7377543330821401,0.5143157341738902,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.41333333333333333
0.43,0.7036666666666667,0.7096653142658744,0.4045704612780364,0.720422004521477,0.5181571815718157,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.3938333333333333
0.44,0.7145,0.7112243191539009,0.4145261293179805,0.7053504144687265,0.5221757322175732,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.37633333333333335
0.45,0.7248333333333333,0.7132717074195731,0.42506938020351526,0.6925395629238885,0.526798509601605,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.36033333333333334
0.46,0.7326666666666667,0.7107464178365317,0.4327343370568237,0.6714393368500376,0.5262847017129356,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.3431666666666667
0.47,0.742,0.7124216123311602,0.4439370877727042,0.6593820648078372,0.5306246209824136,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.3285
0.48,0.7486666666666667,0.7110358839626252,0.4520910534674431,0.6435568952524491,0.5310945273631841,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.31483333333333335
0.49,0.7536666666666667,0.7101989317651741,0.45872061235647893,0.6322532027128862,0.5316856780735107,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.30483333333333335
0.5,0.7601666666666667,0.7103249583821891,0.4681818181818182,0.6209495101733233,0.5338516358924522,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.29333333333333333
0.51,0.7653333333333333,0.7093252117255229,0.4761343547436653,0.6088922381311228,0.5343915343915344,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.2828333333333333
0.52,0.774,0.7119213761622791,0.4910659272951325,0.60060286360211,0.5403389830508475,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.2705
0.53,0.7781666666666667,0.710819227839836,0.49872611464968153,0.5900527505651846,0.5405591991715568,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.26166666666666666
0.54,0.7823333333333333,0.7116056242542619,0.5068582625734814,0.584777694046722,0.543037088873338,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.25516666666666665
0.55,0.7863333333333333,0.710396478285767,0.5152129817444219,0.5742275810097965,0.5431218816821097,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.2465
0.56,0.7901666666666667,0.7104292951975554,0.5236439499304589,0.5674453654860587,0.5446654611211573,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.23966666666666667
0.57,0.7936666666666666,0.7102481168172401,0.5318084345961401,0.560663149962321,0.5458547322083639,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.23316666666666666
0.58,0.7966666666666666,0.7089365691829685,0.5394252026529108,0.5516201959306707,0.5454545454545454,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.22616666666666665
0.59,0.7983333333333333,0.7062294561697487,0.5443517816527672,0.5410700828937453,0.5427059712773998,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.21983333333333333
0.6,0.8005,0.7035735439894173,0.5509404388714734,0.5297663903541824,0.5401459854014599,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.21266666666666667
0.61,0.802,0.7004896412248787,0.5561843168957155,0.5184626978146194,0.5366614664586583,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.20616666666666666
0.62,0.8068333333333333,0.6971175624339732,0.5724137931034483,0.5003767897513187,0.5339766787293928,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.19333333333333333
0.63,0.8085,0.6952198257365543,0.5789007092198581,0.492087415222306,0.5319755600814664,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.188
0.64,0.8083333333333333,0.6921451149325657,0.5799457994579946,0.48379804069329313,0.5275267050123253,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.1845
0.65,0.8095,0.6885774247706566,0.5861423220973783,0.4717407686510927,0.5227557411273487,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.178
0.66,0.8118333333333333,0.684949341815309,0.5974409448818898,0.45742275810097965,0.5181391378574477,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.16933333333333334
0.67,0.8128333333333333,0.682084030323149,0.6036585365853658,0.44762622456669177,0.5140631761142362,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.164
0.68,0.8156666666666667,0.6817446534638936,0.6161934805467929,0.44159758854559156,0.514486391571554,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.1585
0.69,0.818,0.678386362613813,0.6304106548279689,0.42803315749811605,0.5098743267504489,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.15016666666666667
0.7,0.8198333333333333,0.6755164551413779,0.6430232558139535,0.4167294649585531,0.5057155921353452,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.14333333333333334
0.71,0.8196666666666667,0.6705531996005206,0.6484848484848484,0.4031650339110776,0.4972118959107807,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.1375
0.72,0.8216666666666667,0.6677902897741373,0.6641123882503193,0.3918613413715147,0.4928909952606635,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.1305
0.73,0.8213333333333334,0.6635294129030291,0.6688741721854304,0.38055764883195176,0.4851104707012488,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.12583333333333332
0.74,0.8201666666666667,0.6565752109595262,0.6731843575418994,0.3632253202712886,0.4718551150269212,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.11933333333333333
0.75,0.8208333333333333,0.6518771515436608,0.6869436201780416,0.34890730972117556,0.46276861569215394,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.11233333333333333
0.76,0.8196666666666667,0.6470812864422936,0.6881720430107527,0.33760361718161264,0.4529828109201213,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.1085
0.77,0.8196666666666667,0.6443833653896238,0.694136291600634,0.3300678221552374,0.4473953013278856,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.10516666666666667
0.78,0.8191666666666667,0.6405550750829978,0.6990131578947368,0.3202712886209495,0.4392764857881137,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.10133333333333333
0.79,0.8178333333333333,0.634303251809244,0.703125,0.30519969856819895,0.4256437204414083,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.096
0.8,0.8151666666666667,0.6271954473670758,0.697463768115942,0.2901281085154484,0.4097924427887174,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.092
0.81,0.815,0.6235811523525533,0.7058823529411765,0.2803315749811605,0.40129449838187703,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.08783333333333333
0.82,0.8153333333333334,0.6229857713288559,0.7109826589595376,0.27807083647324793,0.39978331527627303,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.0865
0.83,0.8146666666666667,0.620129651797246,0.7128712871287128,0.2712886209495102,0.3930131004366812,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.08416666666666667
0.84,0.8143333333333334,0.6182969038735405,0.7151515151515152,0.266767143933685,0.3885839736553238,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.0825
0.85,0.8141666666666667,0.616031569385353,0.7208333333333333,0.2607385079125848,0.3829551743220808,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.08
0.86,0.8145,0.611389306782651,0.7420814479638009,0.24717407686510928,0.3708309779536461,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.07366666666666667
0.87,0.8048333333333333,0.5800927775218184,0.7484076433121019,0.17709118311981914,0.28641072516758076,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.052333333333333336
0.88,0.7936666666666666,0.5448655562885831,0.7572254335260116,0.0987189148455162,0.17466666666666666,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.028833333333333332
0.89,0.7808333333333334,0.5058704375421601,0.7727272727272727,0.01281085154483798,0.025203854707190512,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.0036666666666666666
0.9,0.7806666666666666,0.5049540635803074,0.8235294117647058,0.010550113036925395,0.020833333333333332,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.0028333333333333335
0.91,0.7788333333333334,0.5,0.0,0.0,0.0,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.0
0.92,0.7788333333333334,0.5,0.0,0.0,0.0,0.7839340978356804,0.547593412587478,0.5380414648190199,0.17771716140679847,0.0
